query,times
吃/v,19
改革/v,11
马上/d+v,9
立刻/d+v,9
../v,9
咽/v,9
立即/d+v,8
嚼/v,7
马上/d+就+v,7
从新/d+v,7
热/a,6
./v不./v,6
喝/v,6
重新/d+v,6
重/d+v,6
寒./n,5
冷./n,5
冷./v,5
冷./a,5
寒./a,5
../n,5
./v了n,5
想/v,5
细/a.,5
./v,5
和/c,5
认识/v,5
./V破,4
./v完了n,4
./v了a,4
../v人,4
吞/v,4
啃/v,4
尝/v,4
马上/d+就要+v,4
通知/v,4
苦/a+n,4
苦/a+a,4
苦/a+v,4
v+苦/a+,4
./v+./a,4
太/d+v,4
跑./v,3
./v./a了,3
./v不到,3
../v不../a,3
../v不./a,3
./v着,3
./v着n,3
对/p+*+v,3
对/p,3
我+./c+你,3
记忆+../v,3
咬/v,3
吃/v+a,3
..机/n,3
../a+./n,3
a+感情/n,3
感情/n+v,3
v*激情/n,3
立即/d+就+v,3
故意+../v,3
有意+../v,3
故意+./v,3
有意+./v,3
../v+问题,3
有/V,3
是/V,3
n+重新/d+,3
n+重/d+,3
n+从新/d+,3
明白/v,3
了解/v,3
懂/v,3
只/d,3
切./v,3
还是/c,3
n+./n+v,3
嘛/y+w,3
./v自由,3
儿/k,3
以/p,2
n的+./v+d,2
v+n的+./v,2
的+./v+d,2
./v来,2
./v了,2
./v不./a,2
../v着,2
./v过,2
全/d,2
../n+族,2
n好+../v,2
安/v,2
美丽的+../n,2
节/q,2
打./v,2
光/d,2
./n精,2
v+./a了,2
爱护/v,2
在/p,2
跟/p,2
..../n之中,2
吃/v+a+,2
../v+记忆,2
呼/v,2
吐/v,2
.机/n,2
怀疑/v,2
n+的+爱心/n,2
n+的+好感/n,2
a+的+好意/n,2
a*好意/n,2
n+好意/n,2
n+的+好意/n,2
n*好意/n,2
立刻/d+就要+v,2
立即/d+就要+v,2
立刻/d+就+v,2
美/a,2
问题/n,2
建议/v,2
监督/v,2
达/v,2
太/d,2
苦/a,2
../n+../v,2
理解/v,2
../v住了,2
内向/a,2
非./n,2
表示/v,2
表现/v,2
方便/a,2
丰富/a,2
代表/n,2
太/d+i,2
因为/c,2
由于/c,2
走/v上,2
女/b+n,2
男/b+n,2
吃./v,2
../v自由,2
一概/d,2
统统/d,2
都/d,2
大./N,2
整理/v../n,2
于/p,2
和/p,2
./v给,2
得到/v,2
收到/v,2
N+细/a,2
寒./v,1
../n+风,1
被/p,1
生/v,1
../a+而+../a,1
../a+而+./a,1
把n+../v,1
存在/v,1
居住/V,1
光./a,1
m+./a+q,1
仍然+../v,1
./v+./v+了,1
热./a,1
./v满,1
n+./v+满+n,1
../v+算了,1
非/d,1
../n+../n+，,1
./v得他,1
../v算了,1
./v向,1
./a+./a+./a,1
./v+./v+./v,1
../n女,1
./V去,1
./V来,1
./v去,1
这件事+./v+./a+了,1
具/q,1
./v./v了,1
./v大了,1
./v多了,1
./v高兴了,1
./v好了,1
./v冷了,1
./v热了,1
./v少了,1
./v小了,1
./v白了,1
./v便宜了,1
./v错了,1
./v对+了,1
./v高++了,1
./v贵了,1
./v黑+了,1
./v红+了,1
./v近+了,1
./v快+了,1
./v累+了,1
./v慢+了,1
./v忙+了,1
./v晴+了,1
./v远+了,1
./v矮了,1
./v饱了,1
./v差了,1
./v长了,1
./v低了,1
./v短了,1
./v干净了,1
