query,times
./v晴 了,2
触犯 法律/n ？,2
该 从严/v 。,2
没 想到/v 能,2
。延/v,2
底气 十足/z 。,2
我+只能/v+听,1
我 只能/v 听,1
独龙族+老人/n+木桂香,1
独龙族 老人/n 木桂香,1
还有/v+一个+问题+，+医保+结算+难+。/w,1
还有/v 一个 问题 ， 医保 结算 难 。/w,1
公款+游/v+，,1
公款 游/v ，,1
诚意/n a,1
共存/v+。/w,1
共存/v 。/w,1
马上/d 就要 v,1
n 敬意/n,1
工资/n+谁,1
工资/n 谁,1
文化+是/v+一个,1
文化 是/v 一个,1
./v 满,1
一/m+名/q,1
一/m 名/q,1
烟+，/w+给,1
烟 ，/w 给,1
莱芜市/ns+公安局,1
莱芜市/ns 公安局,1
嘉兴市/ns+治水办+主任+施震东+说/v,1
嘉兴市/ns 治水办 主任 施震东 说/v,1
严+三/m+实,1
严 三/m 实,1
瞬间/t+，,1
瞬间/t ，,1
./v对 了,1
三水区/ns+党+联办+主任+赵+留记/v,1
三水区/ns 党 联办 主任 赵 留记/v,1
小+戏苗/n+们,1
小 戏苗/n 们,1
保+安全/an,1
保 安全/an,1
与/p+青春,1
与/p 青春,1
没+了/v+买主,1
没 了/v 买主,1
中/j+英/j,1
中/j 英/j,1
n 的 感情/n,1
曼努埃尔·瓦尔斯+总理/n,1
曼努埃尔·瓦尔斯 总理/n,1
洗/v n * 洗,1
我/r+住+在+花瑶+人+黄亮/nr,1
我/r 住 在 花瑶 人 黄亮/nr,1
太/d d,1
N 细/d,1
让/v+人民+有感/v,1
让/v 人民 有感/v,1
中国/ns+故事,1
中国/ns 故事,1
苛刻/a+的+交易+条件+，+怎么+引来+客户/n,1
苛刻/a 的 交易 条件 ， 怎么 引来 客户/n,1
n 的 热气/n,1
a 悬念/n,1
./v红 了,1
，/w+要/v,1
，/w 要/v,1
全球/n+治理,1
全球/n 治理,1
因此+，/w+战争,1
因此 ，/w 战争,1
一+名/q+退休,1
一 名/q 退休,1
地域+特征/n+明显,1
地域 特征/n 明显,1
许多+花草/n+树木,1
许多 花草/n 树木,1
改革+！/w,1
改革 ！/w,1
马建堂/nr+说,1
马建堂/nr 说,1
收购+了/y+？,1
收购 了/y ？,1
服务+对外开放/v+战略,1
服务 对外开放/v 战略,1
自办+阅览室/n,1
自办 阅览室/n,1
a 的 口味/n,1
消费+体验/v+开始,1
消费 体验/v 开始,1
就是/d+一个+样本+。/w,1
就是/d 一个 样本 。/w,1
多+字库/n+吗,1
多 字库/n 吗,1
亲戚+朋友/n+。,1
亲戚 朋友/n 。,1
./v远 了,1
n 重/d ,1
劳动+必须/d+得到,1
劳动 必须/d 得到,1
假意+来/v+互动,1
假意 来/v 互动,1
a 的 情谊/n,1
第八十九/m+条/q,1
第八十九/m 条/q,1
殷鉴不远/nr+，,1
殷鉴不远/nr ，,1
人民+论坛/n,1
人民 论坛/n,1
把n ../v,1
顶/v ../n ,1
中拉/j+正在+推进+很多+合作+项目/n,1
中拉/j 正在 推进 很多 合作 项目/n,1
二十二+健全/v+东西部,1
二十二 健全/v 东西部,1
不/d+生病+吗+？/w,1
不/d 生病 吗 ？/w,1
不/d+搞+强迫+入股+，+尊重/v,1
不/d 搞 强迫 入股 ， 尊重/v,1
张万年/nr+同志,1
张万年/nr 同志,1
我 ./v 你,1
徐+未/d+晚,1
徐 未/d 晚,1
有所 ./v,1
艰难困苦/i+，/w,1
艰难困苦/i ，/w,1
v 意思/n,1
重新/d v,1
吗+？/w,1
吗 ？/w,1
属于/v+自己/r,1
属于/v 自己/r,1
工作+后/f+，,1
工作 后/f ，,1
服从/v+大局+过+好/a,1
服从/v 大局 过 好/a,1
把/p n v了,1
a 热气/n,1
圣保罗+大学/n+国际法,1
圣保罗 大学/n 国际法,1
o 太/d,1
房子/n+里/f,1
房子/n 里/f,1
电+人口/n+用电,1
电 人口/n 用电,1
，/w+想+致富+，+先/d,1
，/w 想 致富 ， 先/d,1
扒/v ../n ,1
研究/v+制定+配套+举措/n,1
研究/v 制定 配套 举措/n,1
渔家人/n+吃,1
渔家人/n 吃,1
吧+，/w+到,1
吧 ，/w 到,1
中国/ns+经济+的+新作+新书/n,1
中国/ns 经济 的 新作 新书/n,1
作者+为/v+西班牙,1
作者 为/v 西班牙,1
朱家坬镇+·/w+泥河沟村,1
朱家坬镇 ·/w 泥河沟村,1
，/w+园区/n,1
，/w 园区/n,1
记忆 ../v,1
，/w+丁一/nr,1
，/w 丁一/nr,1
的/u+不止+他+一个+人+。/w,1
的/u 不止 他 一个 人 。/w,1
垃圾+可能/v+获刑,1
垃圾 可能/v 获刑,1
什么+？/w,1
什么 ？/w,1
牧神/n+的+花园+吗/y,1
牧神/n 的 花园 吗/y,1
驻+韩国/ns+记者,1
