query,times
n*n--v,17
断断--断断续续,8
很+n--很ad,7
特别n--特别ad,7
挺n--挺ad,7
上n--v上,6
更+n--更ad,6
十分n--十分ad,6
下n--v下,5
着--不着,5
把*上上--把*上上下下,5
w还好q--还好把,5
进[进+一进]--进进出出,4
上上--上上[下+个+上+周+午+百+次++一+学+期+的+之+二+万+人],4
下下--下下[停停+个+星期+周+期+午+次+月+辈+年+学+下+一+场+世+之],4
回回--[的+代+马+回+个+和+一+了+是+】+“+期+、]回回,4
回一回--一回一回,4
r这是--v+r+这是,4
很n--很有,4
我--我们,4
固然^^只要,4
固然^^只有,4
n游戏--网络游戏,4
游戏n--规则,4
高企--高企业,4
吃.苦--的,4
最+n--最../f,4
比较+n--比较ad,4
不+n--不ad,4
非常+n--非常ad,4
更n--更ad,4
最n--最f,4
太n--太ad,4
送--送n+，,3
v死了--v死了w,3
看----看着,3
出了[出+一出]--出了出色,3
过过--[次也+次都+回也+回都+曾经+从来没+从没+从不+是+有+路]过过,3
r那是--v+r+那是,3
[nr+r]+v+n+给[nr+r]+--给[nr+r]+v,3
[n+nr]+v+给+[n+nr]+n--把+[n+nr],3
像n--图像,3
下降--向,3
v+a+n+[，+。]--是,3
从^^来看,3
从^^看来,3
还好q--还好点,3
有意--有意思,3
v给[r+n]+m--[能+会+想]给[r+n]+m,3
酸--酸奶,3
虽然^^只要,3
虽然^^只有,3
虽然^^无论,3
虽然^^不管,3
虽然^^不论,3
固然^^无论,3
固然^^不管,3
固然^^接着,3
固然^^于是,3
虽然^^然后,3
虽然^^接着,3
虽然^^于是,3
那--那个,3
而--而且,3
好了[，+。+！+？]--不好,3
v滥竽充数--滥竽充数u,3
打/v--打/v+v,3
应该^^！,3
新闻^^新闻,3
太阳能^^企业,3
n好v--好[有+想+让+起],3
有什么~的^^的w,3
我就说吧--V+我就说,3
这那^^这那的,3
已--已经,3
比较^^比较/d,3
比较n--比较ad,3
过于n--过于ad,3
极其n--极其有,3
不太n--不太ad,3
一个翻身--一个翻身仗,3
v得呀--不可得,2
的脸^^丢,2
怎么--怎么样,2
w+a的是w--w重要的是w,2
成功*钱--钱学森|钱塘江,2
几乎^^来,2
V不起--v不起来,2
m通--多数通,2
[v+a]着--随着,2
也许*原来--原来的,2
喜欢n--不喜欢,2
喜欢v--不喜欢,2
相信不--相信不久,2
跑v--到,2
奔v--奔舍那,2
上[上+一上]--上上下下,2
下[下+一下]--下下停停,2
上[上+一上]--上上[下下+个+上+周+午+百+次+一+学+期],2
下了[下+一下]--下了一下午,2
进进--进进[中+修],2
[没+没有]过过--从来[没+没有]过过,2
过不过--过不过分,2
m季--季度,2
m注--注意,2
n用以v--上,2
幸./d^^幸亏,2
千./d^^千万,2
我说一句--[听+和+对]我说一句,2
w这么说--w这么说[不+也+吧+完+时+是+了],2
实话说--把实话说,2
或许可以说--或许可以说明,2
w应该说--应该说[些+句],2
w应当说--w应当说[明+的+到],2
[，+。]我说，--[，+。]我说，“,2
[，+。]你说，--[，+。]你说，“,2
[，+。]你说--[，+。]你说[是+好+的+到+吧+行+对+错+怎么办+什么],2
[。+，“+‘]你说--[。+，“+‘]你说[说+对+是+好+到+什么+怎么+吧],2
[。+，“+‘]你说，--[。+，“+‘]你说，“,2
听我说w--听我说》,2
不是我说你^^不是我说你，,2
儿--儿子,2
a中--中国,2
[n+nr]+v+给+[n+nr]+n--[n+nr]+n+v,2
[n+nr+r]++v给了+[n+nr+r]++n--把+[n+nr+r],2
(a)就(a){$1=$2;len($1)<6}--a就a了--(a)就(a)在{$1=$2;len($1)<6},2
../v+记忆--记忆力,2
以^^为,2
v在+s--v在一起,2
n器--n器材,2
v下--v[下去+下来],2
话说--没话说,2
他们一个*，--他们一个n,2
他们一个*。--他们一个n,2
他们一个*！--他们一个n,2
他们一个*；--他们一个n,2
他们一个*？--他们一个n,2
你们一个*，--你们一个n,2
你们一个*。--你们一个n,2
你们一个*？--你们一个n,2
你们一个*！--你们一个n,2
您一个*，--您一个n,2
您一个*。--您一个n,2
您一个*？--您一个n,2
您一个*！--您一个n,2
n机^^n,2
过a--过*日子,2
v给[r+n]+m--[想+能+会]给[r+n]+m,2
二--二十,2
狮--狮子,2
难得--古汉语,2
二n--十二n,2
。m个n--几个n,2
路^^的路,2
虽然^^除非,2
固然^^然后,2
固然^^从而,2
虽然^^从而,2
e^^哈,2
o^^哈,2
n外--除*外,2
管他^^管他N不N,2
总是这么--微博,2
m+根+n--[一+二]+根+n,2
m+颗+n--一 颗 n,2
m+块+n--m 块 钱,2
只有v--才,2
可以^^！,2
该^^！,2
必须^^！,2
炫--炫耀,2
要是{len(30},2
化--化妆,2
进行一个--进行一个月,2
n*m+n--v,2
基础设施^^绿色,2
生态环境^^产业,2
操..心--操碎了心,2
面--里面,2
健美--叫做,2
的咱--的咱们,2
常--经常,2
仍--仍然,2
大概/d^^大概V,2
../v觉悟--提高觉悟,2
光--V光,2
没想v--没想出,2
有被v到--没有被v到,2
最+n--最有,2
睡--睡+觉,2
个^^q,2
刚/d+v^^刚+../v,2
刚才/t+v^^刚才 ./v,2
对*来说--对于,2
干n--干妈,2
冷--冷太太,2
一个翻^^一个翻身,2
V个--是个,2
啊，--是啊,1
更~--更加,1
怎么懂--不怎么懂,1
不免--不免费,1
送--送n ，,1
向*中V--中学,1
V向*中--中国,1
一~一个--唯一,1
最大化--合物,1
一n一个n--一人,1
一n一个--人,1
年纪^^我,1
往*中--往事,1
往*中--中国,1
徒手--师徒手,1
v中。--在v中,1
把*捧@,1
来[a+n+q]--V来,1
吧^^吧？,1
不怎么--不怎么样,1
怎么V--怎么回事,1
难民^^难民,1
有吃--木有,1
到底d^^r到底d,1
多--多少,1
猪*头^^猪.....头,1
无+.可.--可能，可以,1
能想--能想一,1
反应^^反应N,1
成功*钱--钱学森|钱某,1
成功*[利益+利润]--导致苹果,1
得慌--得慌慌张张,1
v个n--[是+有+像]个n,1
要+n--主要,1
这么^^那么,1
不.不.--不是不,1
不n--不相适应,1
不n--不鸟,1
土豪^^v土豪,1
把*v--把*给V,1
差不多^^多,1
地道--a地,1
一样V--像,1
./v向f--是向,1
撞见^^被,1
碰见^^被,1
遇见^^被,1
碰到^^被,1
撞到^^被,1
遇到^^被,1
r+偏偏^^为什么,1
。当--当前,1
及[n+v+vn+an+nr+ns+nt+nz+r]a--以及,1
香--香港,1
V不起V--v不起来,1
中枪--手中枪,1
跑路--少跑路,1
我操！--。我操,1
抓包--手抓包,1
钓鱼--在钓鱼,1
钓鱼--钓鱼岛,1
救失--失足,1
把--把[、+，+。+！+……+？],1
光盘--数据,1
光盘--D,1
钓鱼^^微博,1
钓鱼--猫,1
钓鱼--去钓鱼,1
。是这样--。是这样吗,1
给*V--V给,1
跟*V--给*（不）一样,1
仅--仅有,1
年轻^^很年轻,1
年青^^年青人,1
正--正式,1
新v了--重新,1
新V的--重新,1
m辈--辈子,1
m裁--裁军,1
v进去。--听进去,1
被n--被人,1
n被n--被人,1
帮助^^急需帮助,1
打*n--打./v,1
打*n--../v,1
n疫情--非典,1
m料--余料,1
m领--一些领,1
不比--不比不知道,1
m罗--多罗,1
m卖--多卖,1
m喷--大量喷,1
地--地上,1
m水--一些水,1
n+n^^屁股,1
m围--三围,1
m袭--多次袭,1
m寻--千寻,1
m引--大量引,1
m员--员工,1
m指--多次指,1
m注--十分注,1
m转--全部转,1
该n--该v,1
个q--个种,1
此n*该n--因此,1
该n*此n--因此,1
没V了--没V了。,1
不V了--不V了。,1
w+a的是--w+a的是w,1
该生--该生个,1
./v+./p+../s+./[a+f+v]--是/v+./p+../s+./v,1
w你很a+w--w你很a？,1
w我很a+w--w我很a？,1
w我很a+w^^，我很a+w,1
w我很a+w^^。我很a+w,1
w我很a+w^^！我很a+w,1
w我很a+w^^？我很a+w,1
w我很a+w^^“我很a+w,1
w我很a+w^^；我很a+w,1
w我很a+w^^：我很a+w,1
w我很a+w^^、我很a+w,1
w我很a+w^^…我很a+w,1
w我很a+w--[，+。+！+；+？+“+：+、+…]我很a+w,1
m背--一些背,1
m拨--全部拨,1
m合--全部合,1
m目--双目,1
m目--目的,1
由于^^的原因,1
仅仅--不,1
^^仅仅--不,1
这个^^嘛,1
我一个--我一个人,1
你一个--你一个人,1
他一个--他一个人,1
她一个--她一个人,1
点睛之--点睛之笔,1
w恐怕，--，恐怕，,1
了也不--了也不一定,1
了也不--了也不会,1
或许可--或许可以,1
大约可--大约可以,1
好像可--好像可以,1
似乎可--似乎可以,1
仿佛可--仿佛可以,1
好像要--好像要[！！！！],1
或许能--或许能够,1
也许能--也许能够,1
恐怕能--恐怕能够,1
大概能--大概能够,1
大约能--大约能够,1
好像能--好像能够,1
似乎能--似乎能够,1
仿佛能--仿佛能够,1
也许会--也许会——,1
似乎会--似乎会、,1
或许可--许可[v],1
也许可--也许可以,1
恐怕可--恐怕可以,1
大概可--大概可以,1
大约可--大约+可以,1
或许应--或许应了,1
也许应--也许应了,1
似乎应--似乎应了,1
也许肯--也许肯定,1
w也许，-,1
w或许他--或许他们,1
访问n^^访问n,1
该*或许--应该,1
该*也许--应该,1
该*恐怕--应该,1
该*大概--应该,1
该*大约--应该,1
该*好像--应该,1
该*似乎--应该,1
该*仿佛--应该,1
或许反--反倒,1
也许*反--反而,1
恐怕反--反倒,1
或许*明^^明知,1
或许*竟--竟然,1
要不是^^就,1
或许*正--正好,1
也许*竟--竟然,1
也许*究--究竟,1
也许总--总经理,1
也许恰--恰好,1
也许*恰^^恰到,1
也许*恰^^恰是,1
也许*恰^^恰如,1
或许*原来--原来的,1
完--完全,1
恐怕*竟--竟然,1
或许*正--正在,1
或许正--正在,1
也许正--正在,1
也许*正--正在,1
恐怕正--正在,1
恐怕*正--正在,1
大概*竟--竟然,1
大概*正--正常,1
大概正--正常,1
大约正--正午,1
大约*正--正在,1
好像*竟--竟然,1
好像正--正在,1
好像*正v--正在,1
似乎*原来--原来的,1
似乎竟--竟然,1
似乎*竟--竟然,1
似乎*究竟--个究竟,1
似乎正--正在,1
似乎*正--正在,1
仿佛*原来--原来的,1
仿佛*明明--明明白白,1
仿佛*竟--竟然,1
极n--积极,1
仿佛*到底--到底的,1
仿佛正--正在,1
仿佛*正--正在,1
或许确--确实,1
或许*确^^确有,1
或许*着实--实践,1
或许诚--诚实,1
或许*绝无--阴霾,1
或许*绝妙^^绝妙好词,1
或许*绝对--绝对的,1
也许实在--实在的,1
也许*实在--实在的,1
也许*确实--确实的,1
也许根本--根本上,1
也许*根本--根本上,1
也许原来--原来的,1
不共--不共戴天,1
或许*绝无--绝无仅有,1
也许*绝好--绝好的,1
也许*绝对--绝对的,1
也许*决不^^决不会,1
恐怕*实在^^实在是,1
恐怕根本--根本的,1
恐怕*根本--根本的,1
恐怕*本来v^^想说,1
恐怕*绝无--绝无仅有,1
恐怕*绝大--绝大关系,1
恐怕决不--效果,1
大约*的确--确立,1
好像*的确--确定,1
似乎*的确--确认,1
大概*实在--实在的,1
大约实在--十四,1
好像实在^^忍不住,1
好像*实在--实在的,1
似乎确有--确有其事,1
大概*根本--的根本,1
大约根本--的根本,1
大约*根本--的根本,1
似乎*根本--根本的,1
仿佛根本--根本的,1
仿佛*根本--根本的,1
大概原来^^大概原来就是,1
大概*原来--原来的,1
大概原来^^原来就是,1
大约*原来^^原来是,1
好像原来--原来的,1
大约*本来--的本来,1
好像*本来--本来的,1
似乎本来--本来的,1
似乎*本来--本来的,1
仿佛本来--本来的,1
仿佛*本来--本来的,1
好像*绝无--绝无仅有,1
好像*绝大--绝大的,1
似乎*绝佳--绝佳的,1
似乎*绝大--绝大的,1
大约*绝对^^绝对不可能,1
好像*绝对--绝对的,1
似乎*绝对--绝对的,1
仿佛*绝对--绝对的,1
好像*必得--在必得,1
恐怕*必定--必定又将,1
好像*必定--的必定,1
好像*必然是--好像貌似,1
或许*一定能--一定的,1
大概*一定要--要个好身体,1
好像*一定要--一定要。,1
好像*一定是--一定是==,1
似乎*一定能--能传了种,1
仿佛一定要^^要承担,1
仿佛*一定是--是如此,1
或许*准v^^准是,1
大概*准v--不准养猪，,1
好像*准v^^准要,1
也许*未尝--采用,1
恐怕*未尝--过的苦头,1
也许*未免--免疫,1
好像*未免--在说,1
似乎未免--在说,1
似乎*未免--在说,1
也许*难免--难免的,1
恐怕难免--。,1
一种警告--一种警告的,1
一种解释--一种解释方法,1
极v--积极,1
v上--是上,1
好像*宁可^^好像他,1
好像*宁v^^宁死不嫁,1
恐怕宁愿v^^绝大多数,1
大概*宁愿v--无聊,1
似乎*宁愿v--的事情,1
好像*死活v--萌段子,1
或许*非得v^^那儿走一趟,1
或许*非v--并非,1
恐怕非v--并非,1
恐怕*非v--并非,1
大概非v--并非,1
大概*非v--并非,1
也许非v--并非,1
也许*非v--并非,1
恐怕*只得--就算只,1
大概*只得--工具,1
或许*索性--那就,1
或许*啊？--嗯嗯,1
东.西.--v东v西,1
相信不--相信不相信,1
遇--遇见,1
碰--碰见,1
排除*可能--不排除,1
有被*到^^有被~到,1
苟--苟且,1
乃--乃[“+、+”+。+·],1
然--然[·+”],1
饶--[富饶+。人+他],1
如--[（+(],1
是为了--——,1
唯--唯一,1
相反--[相反的+相反地],1
要就--要就是,1
一边--另一边,1
一方面--另一方面,1
一方面--[另一方面+又一方面+哪一方面+那一方面],1
一者--唯一,1
以至--以至于,1
因--[因此+因而+因为+因之],1
于是--于是乎,1
与其--与其说,1
再不--再不然,1
之所以--所以,1
着--睡着,1
./v+下--下去,1
跟--跟上,1
和--和平,1
v上去--</B>,1
f+m+q--最后,1
一句反驳--一句反驳的话,1
一句反问--一句反问的话,1
一句慰问--一句慰问的话,1
一句问候--一句问候的话,1
一句称赞--一句称赞+的话,1
一句夸奖--一句夸奖话,1
一句赞扬--一句赞扬的话,1
一句责备--一句责备的话,1
一句批评--一句批评的话,1
一V就--一会就,1
一句感谢--一句感谢的话,1
一句道谢--一句道谢的话,1
一句道歉--一句道歉的话,1
一句解释--一句解释的话,1
v的v^^万,1
把+n+v+r--把/q,1
把+n+一v+--把/q,1
把+n+v+a+--把/q,1
一定v^^我一定,1
时间是N--n年,1
将*进行到底--将革命战争进行到底,1
将*进行到底--革命,1
w神vn^^神回复,1
上人--人上人,1
长*短^^长.短,1
会^^会,1
断然--下令,1
发挥..作用^^积极,1
算了^^算了,1
超b--超女,1
穿n--穿上,1
m标--9000标,1
下[下+一下]--下下[停停+周+下+礼拜+星期+顿+个+年+期+次+辈子+午],1
下[下+一下]--下下[停停+周+礼拜+星期+顿+个+年+期+次+辈子+午+下],1
进进--进进[了+中+修],1
回回--[回+一+是+“]回回,1
回回--[代+马+回+个+和+一+了+是+】+“+期+、]回回,1
回一回--[一+那+不+二]回一回,1
过过--[次也+次都+回也+回都+曾经+从来没+是+有+路]过过,1
[没+没有]下下--下下午,1
[没+没有]过过--从来[没 没有]过过,1
过过了n--不过过了n,1
开不开--[到底+为什么+怎么+知道]开不开,1
开不开--[下次 下次还]开不开,1
上上了--往上上了,1
开开--[获得+获得了+张+小+个]开开,1
上上--上上[下+中+个+上+周+午+百+次+一+学+期],1
把*上上--把*上上[下下+个+百],1
下下--[的+小]下下,1
进进--[想 该]进进不,1
进了[进+一进]--进了进了,1
出*出了[出+一出]--出了出了出了,1
出一出--一出一出,1
回回--回回回,1
过了[过+一过]--过了过[了 过了],1
过过--[过过 过过过过]过过,1
起起--起起伏伏,1
起了[起+一起]--起了起了,1
[没+没有]过过--[年+从+从来+节+久][没+没有]过过,1
断然--断断续续,1
w不是[，+！+。+”]--w不w,1
上v着--v着，,1
没^^了。,1
大+n--一大,1
酸--盐酸,1
认为^^不,1
检察--检察人员,1
弄--弄[1+2+3+4+5+6+7+8+9],1
m户--一户,1
澳门^^葡,1
m手--一下手,1
m通--全部通,1
m例--一些例,1
一v一个--统一,1
种子--n种子,1
光--v光,1
m开--一开,1
一q一个--有一,1
别^^否定,1
不要^^否定,1
非^^否定,1
口味--[n a 的 v]口味,1
矮墩墩--矮墩墩的,1
白皑皑--白皑皑的,1
白花花--白花花的,1
水汪汪--水汪汪的,1
s+v着.--在s+v着,1
子--公子,1
r在哪里v--该在哪里,1
v粉--粉墨登场,1
即使---也,1
什么时候n+v--r什么时候,1
什么时候n+v--n什么时候,1
比起^^来说,1
v+./a了--.好了,1
随意--“随意”,1
合理的--合理的，,1
；f+v+着--；f v 着 的,1
；f+v+着--；f+v+着+的,1
，f+v+着--，f+v+着+的,1
w+f+v+着--w+f+v+着+的,1
出现了--出现了。,1
r+什么时候+v--无论,1
难免--所难免,1
v白了--变白了,1
v矮了--变矮了,1
v暗了--变暗了,1
v凹了--变凹了,1
v棒了--可棒了,1
v薄了--变薄了,1
v饱了--觉得饱了,1
w寄来^^n,1
r那是--v r 那是,1
何./d^^何必r,1
务./d^^务必,1
务./d^^务必r,1
幸./d^^r幸亏,1
难./d^^难怪,1
何./d^^何必,1
不./d^^不妨,1
不./d^^不免,1
不./d^^不免r,1
终./d^^终究,1
终./d^^终究r,1
根./d^^根本,1
根./d^^根本r,1
简./d^^简直,1
简./d^^简直r,1
分./d^^分明,1
分./d^^分明r,1
老^^老/d,1
女n--男,1
男n--女,1
v皮了--破皮了,1
v偏了--是偏了,1
v破了--是破了,1
v浅了--变浅了,1
v强了--变强了,1
v巧了--是巧了,1
v勤了--变勤了,1
v轻了--变轻了,1
v青了--变青了,1
v晴了--要晴了,1
v穷了--变穷了,1
v热了--开始热了,1
v柔了--变柔了,1
v软了--变软了,1
v弱了--变弱了,1
v骚了--闷骚了,1
v傻了--是傻了,1
v善了--不能善了,1
v少了--觉得少了,1
v深了--变深了,1
v生了--要生了,1
v湿了--是湿了,1
v实了--变现实了,1
v瘦了--变瘦了,1
v熟了--是熟了,1
v帅了--变帅了,1
v爽了--可爽了,1
v顺了--是顺了,1
v松了--是松了,1
v俗了--是俗了,1
v素了--吃素了,1
v酸了--开始酸了,1
v碎了--要碎了,1
v烫了--发烫了,1
v疼了--开始疼了,1
v甜了--可甜了,1
v铁了--是铁了,1
v通了--要通了,1
v痛了--开始痛了,1
v秃了--是秃了,1
v土了--是土了,1
v歪了--歪歪了,1
v弯了--变弯了,1
v晚了--是晚了,1
v旺了--可旺了,1
v温了--变温了,1
v稀了--变稀了,1
v细了--变细了,1
v咸了--变咸了,1
v香了--可香了,1
v响了--是响了,1
v小了--变小了,1
v斜了--变斜了,1
v凶了--可凶了,1
v艳了--惊艳了,1
v痒了--开始痒了,1
v阴了--变阴了,1
v硬了--变硬了,1
v圆了--变圆了,1
v杂了--是杂了,1
v脏了--是脏了,1
v糟了--可糟了,1
v早了--是早了,1
v窄了--变窄了,1
v正了--是正了,1
v直了--变直了,1
v重了--变重了,1
v壮了--变壮了,1
v准了--是准了,1
v紫了--变紫了,1
v彻底了--够彻底了,1
v成功了--是成功了,1
v充分了--应充分了,1
v聪明了--变聪明了,1
v出名了--要出名了,1
v到家了--是到家了,1
v恶心了--觉得恶心了,1
v复杂了--变得复杂了,1
v高兴了--可高兴了,1
v光滑了--变光滑了,1
v过分了--是过分了,1
v过火了--是过火了,1
v过头了--是过头了,1
v好看了--可好看了,1
v合理了--变得合理了,1
v合适了--觉得合适了,1
v糊涂了--是糊涂了,1
v缓慢了--变得缓慢了,1
v昏头了--是昏头了,1
v活跃了--开始活跃了,1
v寂寞了--是寂寞了,1
v简单了--变得简单了,1
v骄傲了--值得骄傲了,1
v老实了--可老实了,1
v麻木了--是麻木了,1
v迷糊了--是迷糊了,1
v明白了--是明白了,1
v模糊了--变得模糊了,1
v年轻了--变年轻了,1
v暖和了--可暖和了,1
v便宜了--是便宜了,1
v漂亮了--变漂亮了,1
v齐全了--可齐全了,1
v勤快了--可勤快了,1
v轻松了--觉得轻松了,1
v清楚了--可清楚了,1
v清醒了--该清醒了,1
v全面了--要全面了,1
v舒服了--可舒服了,1
v太平了--要太平了,1
v透彻了--有透彻了,1
v完全了--不能完全了,1
v详细了--要详细了,1
v兴奋了--可兴奋了,1
v严重了--可严重了,1
v厌烦了--感到厌烦,1
v正常了--变正常了,1
v正确了--不能正确了,1
v仔细了--要仔细了,1
v败了--是败了,1
v爆了--到爆了,1
v崩了--要崩了,1
