query,times
把,39
上,30
被,26
来着,24
当然,23
头,23
确实,22
酸,21
足球,21
和,20
给,19
就,19
从,18
常常,18
在,18
的,18
都,17
了,17
甜,17
左右,17
结果,16
还,16
可能,16
但是,15
高兴,15
早晚,15
自己,15
不了一点,15
吃,14
办法,14
如果,14
给到,14
也,14
有点儿,14
到底,14
说,14
能,13
竟然,13
苦,13
让,13
送,13
看见,13
因为,13
看,13
会,13
时间,13
而,13
忽然,13
调换,13
终于,13
必须,13
来,13
啊,13
得,13
打,12
几乎,12
帮助,12
极其,12
宁可,12
特别,12
可以说是,12
红,12
保证,12
妇女,12
下,12
经验,12
方式,12
塑料,12
搭子,12
可是,11
去,11
果然,11
恐是,11
然后,11
比,11
安排,11
原因,11
手,11
掉换,11
应该,11
的确,11
保障,11
再,11
这一说,11
过,11
我,10
梗,10
恐怕,10
断然,10
不见得,10
说不定,10
多少,10
曾经,10
得了吧,10
做,10
减少,10
侠,10
死,10
或者,10
着,10
看来,10
就是说,10
爱,10
又,10
有,10
不,10
进行,10
盯,10
一向,10
譬如说,10
这样看来,10
高低,10
破防,10
上头,10
故意,10
生活,10
经历,10
难免,9
并,9
反正,9
吧,9
这样一来,9
不就得了,9
从来,9
导致,9
使,9
才怪,9
说真的,9
对于,9
清零,9
接着,9
不过,9
稍微,9
咸,9
眼,9
的是,9
老公,9
喜悦,9
从而,9
有请,9
于是,9
毕竟,9
桌子,9
那,9
不料,9
果真,9
要不是,9
你这个,9
理由,9
嗯,9
往往,9
这么说来,9
一定,9
只,9
如此说来,9
有点,9
一点,9
哪里,9
那么一说,9
这一来,9
这看来,9
哦,9
其,9
没有,9
存心,9
一看,9
够,9
有点太,9
水晶,9
开,8
是,8
通过,8
可以,8
迟早,8
居然,8
没准,8
不一定,8
也许,8
完,8
好家伙,8
非常,8
口,8
脸,8
面,8
即使,8
充分,8
没,8
但凡,8
获得,8
一点儿,8
极,8
反而,8
热爱,8
既然,8
承认,8
稍,8
稍稍,8
坦白,8
感动,8
斟,8
首先,8
把握,8
曝光,8
究竟,8
方法,8
发展,8
书,8
后果,8
你给我,8
一口,8
内卷,8
这么一说,8
这么一想,8
这一看,8
这样一说,8
这么一来,8
如此一来,8
这么看来,8
这样想来,8
如此想来,8
负责,8
姐妹,8
一点点,8
真的,8
惨了,8
成心,8
暴雨,8
那就是说,8
将,8
弄了半天,8
闹了半天,8
雨,8
曾,8
暂,8
想,7
叫,7
加以,7
热,7
话说回来,7
硬核,7
病,7
很,7
度过,7
生态,7
增加,7
保持,7
拜托,7
偏偏,7
避免,7
禁止,7
请,7
白,7
省省吧,7
你还别说,7
哀求,7
固然,7
换句话说,7
那样一来,7
虽然,7
只要,7
帮,7
更,7
极度,7
取代,7
上不上,7
老,7
挺,7
最终,7
情况,7
。,7
黑,7
买,7
呜呜呜,7
辣,7
好像,7
者,7
好不,7
一度,7
你个屁,7
按照,7
这么一看,7
这样一看,7
这样一想,7
这一想,7
如此一说,7
那一来,7
岂知,7
这说来,7
这么想来,7
这样说来,7
如此看来,7
那看来,7
有被,7
降低,7
躺平,7
那又怎么样,7
也是,7
可不是,7
意思,7
该,7
肯定,7
谁还不是,7
善,7
一说,7
大雨,7
谦虚,7
时候,7
说得好听,7
闹半天,7
上岸,7
打望,7
先,7
正,7
一齐,7
艾灸,6
按图索骥,6
千军万马,6
弄不好,6
什么,6
不是我说你,6
等于,6
晚上,6
明确,6
难过,6
一直,6
人工智能,6
断不了,6
油腻,6
别提了,6
祖国母亲,6
如何,6
没个准,6
实在,6
半夜,6
安静,6
嘴,6
相比,6
催泪,6
跟着,6
差点儿,6
还不是,6
以免,6
着呢,6
以眼还眼+以牙还牙,6
以牙还牙,6
黑脸,6
谁,6
引起,6
结束,6
能不能行,6
了个,6
比方说,6
不仅,6
继而,6
如果说,6
要是,6
有的是,6
拔除,6
霸占,6
白送,6
搬,6
办,6
帮衬,6
帮补,6
特,6
招供,6
供认,6
工具人,6
替换,6
换成,6
代替,6
搜索,6
搜寻,6
翻找,6
寻找,6
窥探,6
探听,6
简直可以说是,6
下下了,6
偏误分析,6
最后,6
低,6
了解,6
那谁,6
发生,6
是吧,6
成果,6
总是,6
这就是说,6
一旦,6
卷,6
科学,6
发现,6
你个鬼,6
所,6
已经,6
不能说是,6
如此一想,6
那一说,6
那么一看,6
那么一来,6
岂不知,6
岂料,6
不知,6
那说来,6
那样说来,6
鞠个躬,6
进,6
