query,times
是*的w,12
见*面,11
不.不.,10
在*上,10
将*进行到底,9
.来.去,9
吃..饭,8
把*v,8
帮*忙,8
结*婚,7
为..委员,7
是......的,7
不是*就是*,7
~,6
像~一样美,6
是*的,6
洗*澡,6
比*还,6
像*一样美,6
说句.话,6
说句..话,6
哪里是*，是*,6
哪是*，是*,6
要不是*，就*,6
让*好看,6
情感*V下,6
V下*情感,6
你可~,6
~哒,5
睡*觉,5
到底...吗,5
出*名,5
~叭,5
把*下下,5
把*进进,5
把*出出,5
把*回回,5
把*过过,5
把*起起,5
把*开开,5
一直*来着,5
要*好看,5
不用这么*吧,5
说句...话,5
说句....话,5
说句.....话,5
说句......话,5
说句.......话,5
说句........话,5
哪儿是*，是*,5
这也太*了吧w,5
不就*了，,5
把*v下去,5
大.大.,5
.着.着,5
说.就.,5
连@都,5
*系,4
成功*财,4
成功*富,4
拿*来说,4
v一.是一,4
v几.是几,4
听*话,4
把*关,4
吃*亏,4
非*不可,4
v.点,4
请*假,4
v.房,4
@理由,4
@原因,4
@的理由,4
把*开开了,4
把*开一开,4
w原因*a,4
w理由*a,4
w理由*v,4
w原因*v,4
v*原因,4
v*理由,4
p*原因,4
p*理由,4
比*更,4
除了*，也,4
称*为*,4
直到*才,4
说句.........话,4
不*才怪w,4
要不是*就*,4
他.+v了,4
他们.+v了,4
我们.+v了,4
他.+出来w,4
他.+出去w,4
他.+过来w,4
他.+过去w,4
他.+回来w,4
他.+回去w,4
他.+进来w,4
他.+进去w,4
他.+起来w,4
他.+上来w,4
他.+上去w,4
他.+下来w,4
他.+下去w,4
她.+出来w,4
她.+出去w,4
她.+过来w,4
她.+回来w,4
她.+回去w,4
她.+进来w,4
她.+进去w,4
她.+起来w,4
她.+上来w,4
她.+上去w,4
她.+下来w,4
她.+下去w,4
我.+出来w,4
我.+出去w,4
我.+过来w,4
我.+过去w,4
我.+回来w,4
我.+回去w,4
我.+进去w,4
我.+上去w,4
我.+下来w,4
我.+下去w,4
你.+出来w,4
你.+出去w,4
你.+过来w,4
你.+过去w,4
你.+回来w,4
你.+回去w,4
你.+进去w,4
你.+起来w,4
你.+上去w,4
你.+下来w,4
你.+下去w,4
对*来说,4
非.不可,4
w矮.高w,4
w爱.恨w,4
w暗.明w,4
w白.黑w,4
w败.胜w,4
w薄.厚w,4
w饱.饥w,4
w北.南w,4
w彼.此w,4
w藏.露w,4
w朝.暮w,4
w沉.浮w,4
w丑.美w,4
w出.进w,4
w出.入w,4
w雌.雄w,4
w此.彼w,4
w粗.细w,4
w存.亡w,4
w错.对w,4
w答.问w,4
w大.小w,4
w歹.好w,4
w单.双w,4
w淡.浓w,4
w得.失w,4
w低.高w,4
w敌.我w,4
w敌.友w,4
w地.天w,4
w东.西w,4
w动.静w,4
w短.长w,4
w内.外w,4
w优.劣w,4
w早.晚w,4
w香.臭w,4
w利.害w,4
w利.弊w,4
w公.私w,4
w攻.守w,4
w张.弛w,4
w稀.稠w,4
w兴.废w,4
w呼.吸w,4
w宽.严w,4
w宽.窄w,4
w抑.扬w,4
w仇.恩w,4
w推.拉w,4
w仰.俯w,4
w战.和w,4
w褒.贬w,4
w起.落w,4
w勤.懒w,4
w方.圆w,4
w增.减w,4
w背.向w,4
w繁.简w,4
w刚.柔w,4
w赏.罚w,4
w祸.福w,4
w密.疏w,4
w幼.老w,4
w学.教w,4
w治.乱w,4
w夕.朝w,4
w福.祸w,4
w谐.庄w,4
w中.外w,4
w安.危w,4
w清.浊w,4
w贵.贱w,4
w外.内w,4
w劣.优w,4
w晚.早w,4
w臭.香w,4
w害.利w,4
w弊.利w,4
w私.公w,4
w守.攻w,4
w弛.张w,4
w稠.稀w,4
w废.兴w,4
w吸.呼w,4
w严.宽w,4
w窄.宽w,4
w扬.抑w,4
w恩.仇w,4
w拉.推w,4
w俯.仰w,4
w和.战w,4
w贬.褒w,4
w落.起w,4
w懒.勤w,4
w圆.方w,4
w减.增w,4
w向.背w,4
w简.繁w,4
w柔.刚w,4
w罚.赏w,4
w疏.密w,4
w老.幼w,4
w教.学w,4
w乱.治w,4
w朝.夕w,4
w庄.谐w,4
w外.中w,4
w危.安w,4
w浊.清w,4
w贱.贵w,4
w断.续w,4
w对.错w,4
w多.少w,4
w恶.善w,4
w恩.怨w,4
w反.正w,4
w放.收w,4
w非.是w,4
w分.合w,4
w否.是w,4
w浮.沉w,4
w富.贫w,4
w富.穷w,4
w甘.苦w,4
w干.湿w,4
w高.矮w,4
w高.低w,4
w古.今w,4
w关.开w,4
w果.因w,4
w好.歹w,4
w好.坏w,4
w合.分w,4
w黑.白w,4
w恨.爱w,4
w横.竖w,4
w横.纵w,4
w后.前w,4
w厚.薄w,4
w坏.好w,4
w缓.急w,4
w活.死w,4
w饥.饱w,4
w吉.凶w,4
w急.缓w,4
w加.减w,4
w假.真w,4
w奸.忠w,4
w减.加w,4
w降.升w,4
w今.古w,4
w紧.松w,4
w进.出w,4
w进.退w,4
w近.远w,4
w静.动w,4
w旧.新w,4
w聚.散w,4
w开.关w,4
w哭.笑w,4
w苦.甘w,4
w苦.甜w,4
w快.慢w,4
w亏.盈w,4
w来.去w,4
w老.少w,4
w冷.热w,4
w里.外w,4
w露.藏w,4
w买.卖w,4
w卖.买w,4
w慢.快w,4
w忙.闲w,4
w美.丑w,4
w明.暗w,4
w末.首w,4
w暮.朝w,4
w男.女w,4
w南.北w,4
w你.我w,4
w逆.顺w,4
w浓.淡w,4
w女.男w,4
w胖.瘦w,4
w贫.富w,4
w仆.主w,4
w前.后w,4
w浅.深w,4
w强.弱w,4
w轻.重w,4
w穷.富w,4
w曲.直w,4
w去.来w,4
w热.冷w,4
w入.出w,4
w软.硬w,4
w弱.强w,4
w散.聚w,4
w善.恶w,4
w上.下w,4
w少.多w,4
w少.老w,4
w深.浅w,4
w升.降w,4
w生.熟w,4
w生.死w,4
w胜.败w,4
w盛.衰w,4
w失.得w,4
w湿.干w,4
w实.虚w,4
w始.终w,4
w是.非w,4
w是.否w,4
w收.放w,4
w首.末w,4
w首.尾w,4
w瘦.胖w,4
w输.赢w,4
w熟.生w,4
w竖.横w,4
w衰.盛w,4
w双.单w,4
w顺.逆w,4
w死.活w,4
w死.生w,4
w松.紧w,4
w送.迎w,4
w俗.雅w,4
w天.地w,4
w甜.苦w,4
w同.异w,4
w头.尾w,4
w退.进w,4
w歪.正w,4
w外.里w,4
w亡.存w,4
w伪.真w,4
w尾.首w,4
w尾.头w,4
w文.武w,4
w问.答w,4
w我.敌w,4
w我.你w,4
w无.有w,4
w武.文w,4
w西.东w,4
w喜.忧w,4
w细.粗w,4
w下.上w,4
w闲.忙w,4
w现.隐w,4
w小.大w,4
w笑.哭w,4
w邪.正w,4
w新.旧w,4
w信.疑w,4
w凶.吉w,4
w雄.雌w,4
w虚.实w,4
w续.断w,4
w雅.俗w,4
w阳.阴w,4
w疑.信w,4
w异.同w,4
w因.果w,4
w阴.阳w,4
w隐.现w,4
w迎.送w,4
w盈.亏w,4
w赢.输w,4
w硬.软w,4
w忧.喜w,4
w友.敌w,4
w有.无w,4
w右.左w,4
w远.近w,4
w怨.恩w,4
w长.短w,4
w真.假w,4
w真.伪w,4
w正.反w,4
w正.歪w,4
w正.邪w,4
w直.曲w,4
w忠.奸w,4
w终.始w,4
w重.轻w,4
w主.仆w,4
w左.右w,4
连......也,4
叫*好看,4
给*好看,4
*真的好吗,4
看把*n,4
情绪*V上,4
V上*情绪,4
V下*情绪,4
