query,times
爱(v)不(v){$1=$2},7
(v)什么(v){$1=$2;len($1)=2},7
要(n)没(n){$1=$2},7
说(v)就(v){$1=$2},7
也不是*也不是{len($1)<10},6
(n)的(n){$1=$2},6
(v).(v){$1=$2},5
(v)是(v){$1=$2},5
(a)是(a){$1=$2},5
(n)什么(n){$1=$2;len($1)=1},5
(v)也不(v){$1=$2},4
(n)里(n)气{$1=$2},4
(v)什么(v){$1=$2;len($1)=1},4
v了+n+(m){$1=[m];len($1)>1},4
，(v)了又(v){$1!=$2},4
，(a)了又(a){$1!=$2},4
要(Ng)没(Ng){$1=$2},4
不(v)你(v)谁{$1=$2},4
(n)什么(n){$1=$2;len($1)=2},4
(V)就(V){$1=$2},4
一(v)就(v){$1=$2},4
(a)就(a)在{$1=$2},4
(v)就(v)在{$1=$2},4
一(a)就(a){$1=$2},4
(n)中的(n){$1=$2},4
实施(n)*w{len($1)=2},4
(n)是(n){$1=$2},3
(v)什么(v){$1=$2},3
(a)就(a){$1=$2},3
(.)里(.)气{$1=$2},3
，+v了又v{$1!=$2},3
不(v)白不(v){$1=$2},3
(a)什么(a){$1=$2;len($1)=1},3
(r)什么(r){$1=$2;len($1)=1},3
(v)+./a{len($1)=2},3
./v+(a){len($1)=2},3
../v+(a){len($1)=2},3
./a+(a){len($1)=1},3
./a+(a){len($1)=2},3
../a+(a){len($1)=1},3
../a+(a){len($1)=2},3
(v)得挺好的{len($1)=1},3
(v)得挺好的{len($1)>1},3
(v)得好极了{len($1)=1},3
(V)都没(V)+{$1=$2},3
(V)不(V)得{$1=$2},3
(v)都(v)了{$1=$2;len($1)=1},3
(v)不(v){$1=$2},3
(m)大(n){len($1)=1;len($2)=1},3
(m)大(n){len($1)=2;len($2)=1},3
(m)大(n){len($1)=1;len($2)=3},3
(a)也不(a){$1=$2},2
(z)+的+(n)+{len($1)=3},2
(n)不(n){$1=$2},2
(v)什么(v){$1=$2;len($1)=2}W,2
(v)在+n[ns+f+s]{len($1)=2},2
没(v)就(v){$1=$2},2
不(v)也得(v){$1=$2},2
(v)里(v)气{$1=$2},2
(a)里(a)气{$1=$2},2
(n+vn)+{len($1)=4},2
(n){end($1)=[者]},2
(r)什么(r){$1=$2},2
(d)什么(d){$1=$2},2
(v)就(v)了{$1=$2;len($1)=1},2
(v)就(v)吧{$1=$2},2
(a)就(a)吧{$1=$2},2
(a)言(a)语{len($1)=1;len($2)=1},2
(n)言(n)语{len($1)=1;len($2)=1},2
不(v)+谁(v){$1=$2},2
一(v).就(v){$1=$2;len($1)},2
(v)也(v)不{$1=$2},2
(a)什么(a){$1=$2;len($1)=2},2
要(n)有(n){$1=$2},2
